longitude,latitude
30.497348,50.462026
30.49763,50.46204
30.497912,50.462053
30.498193,50.462068
30.498475,50.462083
30.498756,50.462098
30.499038,50.46211
30.49932,50.462123
30.499602,50.462137
30.499883,50.462153
30.500164,50.46217
30.500446,50.462182
30.500728,50.462192
30.50101,50.462201
30.501292,50.462212
30.501568,50.46225
30.501822,50.462327
30.50206,50.462424
30.502301,50.462517
30.502541,50.462613
30.502784,50.462703
30.503038,50.462783
30.503295,50.462857
30.503556,50.462926
30.503821,50.462989
30.50409,50.463043
30.504361,50.463094
30.504635,50.463137
30.504916,50.46315
30.505197,50.463137
30.505468,50.463088
30.505718,50.463004
30.505962,50.462914
30.506207,50.462824
30.506451,50.462734
30.506714,50.462673
30.506953,50.4626
30.507142,50.462573
30.507341,50.4627
30.507546,50.462824
30.507747,50.462951
30.507947,50.463078
30.508147,50.463205
30.508347,50.463332
30.508544,50.463461
30.508737,50.463592
30.508931,50.463723
30.509127,50.463853
30.509323,50.463982
30.50952,50.464111
30.509716,50.464241
30.509912,50.46437
30.510113,50.464496
30.510317,50.464621
30.510514,50.464749
30.510713,50.464877
30.510917,50.465002
30.511114,50.46513
30.511312,50.465258
30.511509,50.465387
30.511703,50.465518
30.511897,50.465649
30.512091,50.465779
30.512285,50.46591
30.512479,50.466041
30.512673,50.466171
